CLAIM,KIDSDRIV,AGE,HOMEKIDS,INCOME,HOMEOWN,MSTATUS,GENDER,EDUCATION,TRAVTIME,CAR_USE,BLUEBOOK,TWC,RED_CAR,CLM_BEF,REVOKED,MVR_PTS,CAR_AGE,URBANICITY
0,0,60,0,163014,1,1,1,1,35,0,23800,1,0,0,0,0,8,1
0,0,43,1,0,0,1,1,0,30,1,19790,1,0,1,0,1,1,1
1,0,33,1,31675,1,1,1,0,25,1,9130,7,0,1,1,1,1,1
0,1,37,1,6857,1,0,1,0,35,0,12540,1,0,1,0,1,7,0
1,1,39,1,66367,0,1,1,0,35,1,5560,1,0,1,0,1,1,1
0,0,48,0,93658,1,1,0,1,33,1,18050,1,1,0,0,0,10,1
0,0,45,1,0,1,1,0,0,24,0,14750,6,0,0,0,0,7,0
1,0,56,1,29524,1,1,1,0,52,0,14250,14,0,0,0,1,7,1
0,0,40,0,180525,1,1,1,1,34,0,11490,10,0,0,0,1,13,1
0,0,46,0,27669,1,1,0,0,45,0,8870,1,1,0,0,0,1,0
0,0,43,0,68350,1,1,1,1,36,0,22570,6,0,0,0,0,13,0
0,0,64,0,76552,1,1,1,1,26,0,7900,7,0,0,0,0,9,1
0,0,46,0,57456,1,1,0,1,32,0,12520,6,1,0,0,0,6,1
0,1,39,1,173533,1,1,0,1,36,1,25210,10,1,0,1,1,12,1
0,0,69,0,69098,1,1,0,1,57,0,15310,4,1,0,0,1,11,1
0,0,44,0,93041,1,1,0,1,23,1,15200,14,1,1,0,1,5,1
0,0,39,1,69516,1,1,1,1,37,0,11470,1,0,1,0,1,13,0
0,0,56,0,126700,1,1,1,1,36,0,23980,16,0,0,1,1,11,1
1,1,57,1,34116,0,0,1,0,25,0,10610,10,0,1,1,1,7,1
0,0,52,0,65465,1,0,0,1,42,0,18760,1,1,1,0,1,10,1
0,0,46,0,56849,0,0,0,0,53,1,6270,1,1,1,0,1,1,1
0,0,51,0,46201,1,1,0,0,33,1,11220,4,1,0,0,0,9,0
0,0,43,1,0,0,0,1,1,32,0,13160,4,0,1,0,1,13,1
0,0,52,0,125662,1,0,1,1,21,0,22880,1,0,0,0,0,16,1
0,0,43,1,102262,1,1,1,1,47,0,15490,9,0,0,0,1,15,1
0,0,47,0,18535,1,1,1,1,47,0,11750,1,0,0,0,1,17,1
0,0,44,1,29502,1,1,1,0,30,0,28750,4,0,1,0,1,2,1
0,0,48,0,93303,1,1,0,1,30,0,15630,9,1,1,0,1,1,1
1,0,33,0,249,0,0,1,0,30,0,10590,11,0,0,0,1,11,1
1,1,41,1,24862,0,0,1,1,26,0,7790,1,0,1,0,1,10,0
0,0,49,0,108748,1,1,1,0,32,0,21520,1,0,0,0,1,7,1
0,0,42,0,86596,1,1,0,1,32,0,15280,10,0,0,0,0,16,1
0,0,33,1,92904,1,0,1,1,30,1,14060,10,0,0,0,0,10,1
0,0,42,1,82281,0,0,1,1,36,1,18530,9,0,1,0,1,10,0
0,0,51,0,62463,1,1,1,1,37,1,19370,6,0,1,0,0,1,1
1,0,57,0,25761,1,1,0,1,57,0,11940,1,0,1,0,1,11,1
1,0,42,0,49224,1,1,0,0,29,1,27460,1,1,1,0,0,1,1
0,0,46,0,41083,1,1,1,0,21,1,12810,10,0,1,0,1,10,1
0,0,52,0,70293,1,1,1,1,34,0,33440,7,0,0,0,0,6,1
0,0,38,1,34319,1,1,1,0,48,0,13460,4,0,0,0,1,1,1
1,0,43,0,22623,1,1,0,0,15,0,8060,1,1,0,0,1,1,1
0,0,54,0,19961,1,1,1,0,36,0,3500,5,0,0,0,0,3,0
1,0,27,1,68493,1,0,0,1,22,1,20180,1,0,0,0,0,5,1
0,0,56,0,278,1,1,1,0,58,1,26150,1,0,1,0,0,8,1
0,0,48,0,137411,1,0,0,1,22,1,11940,10,1,0,0,0,4,1
0,0,47,0,44963,1,1,0,1,33,0,11610,5,1,0,0,1,14,0
1,0,33,1,25544,0,0,1,0,29,0,4050,1,0,1,0,0,1,1
1,0,50,0,94589,1,1,0,0,8,0,6500,11,0,0,0,1,1,1
0,0,48,0,116063,1,0,0,1,48,1,8370,6,1,0,0,1,8,1
0,0,33,1,0,1,1,1,0,41,0,11980,1,0,0,0,0,9,0
0,0,53,0,16536,1,1,1,1,24,0,3150,3,0,1,0,0,6,1
0,0,58,0,0,1,1,1,1,29,0,8650,4,0,1,0,0,12,1
0,0,49,0,66972,0,0,0,0,17,0,24760,10,1,1,0,0,8,1
1,0,40,1,50537,1,1,1,0,39,1,28960,1,0,1,0,1,8,1
0,0,38,1,282292,0,0,0,1,40,0,33530,4,0,0,0,1,17,0
0,0,49,0,83569,1,1,0,1,23,0,6500,1,0,1,1,0,7,1
1,0,27,1,50139,1,1,1,0,22,0,9210,1,0,1,0,1,1,1
0,0,48,0,74597,1,1,0,1,25,1,15730,4,0,0,0,0,1,0
1,0,47,0,92543,1,1,0,1,52,1,25250,6,0,1,1,1,9,1
0,1,38,1,15755,1,1,1,0,32,1,14440,4,0,1,0,0,1,0
0,0,46,0,5420,0,0,0,0,29,0,12780,1,0,0,0,1,5,0
0,0,50,0,109786,1,1,1,0,35,0,9440,1,0,0,0,0,8,1
0,0,24,1,23109,1,1,1,1,34,0,6210,14,1,1,0,1,13,1
1,0,37,0,53895,1,1,0,1,44,1,11250,17,0,0,0,0,11,1
1,0,43,1,60973,0,0,1,1,56,1,5800,1,0,0,1,1,8,1
1,0,36,0,85731,0,0,1,1,13,1,21660,10,0,1,0,1,3,1
0,0,50,0,34703,1,0,0,0,31,1,9970,10,0,1,0,1,6,1
0,0,31,0,57017,1,0,0,1,45,0,10870,6,1,0,0,0,14,1
1,0,47,0,0,0,1,0,0,35,1,11610,7,1,1,1,0,1,0
1,1,42,1,14166,0,0,1,0,36,0,23280,6,0,0,0,1,5,1
0,0,44,1,66069,0,0,0,1,19,1,22700,9,1,1,0,1,12,1
0,0,59,0,0,1,1,1,1,52,0,11480,10,0,0,1,1,12,0
0,0,40,1,36846,1,1,0,1,65,0,9180,7,0,1,0,1,1,1
0,0,40,0,164807,0,0,0,1,22,0,5500,1,1,0,0,0,17,1
0,0,58,0,0,0,1,0,0,29,1,7300,4,1,1,0,1,1,0
0,0,46,0,3929,1,1,1,1,56,0,1500,6,0,0,0,1,18,0
0,0,32,1,2270,0,1,0,0,41,0,1730,1,1,0,1,1,8,1
1,0,47,0,91221,1,1,1,1,31,1,1500,4,0,1,0,1,7,1
0,0,44,1,6035,0,0,0,0,29,0,6500,10,1,1,1,1,1,1
1,0,44,0,146338,0,0,0,1,21,1,22620,1,0,1,1,1,10,1
0,1,46,0,109874,1,1,0,1,72,0,19450,6,0,0,0,1,6,1
0,0,55,0,245498,0,0,0,1,13,1,33790,1,1,1,0,1,18,1
0,0,43,1,33703,1,1,1,1,5,0,19010,1,0,1,0,0,9,1
0,0,52,0,12363,0,1,0,0,42,0,2740,13,0,0,1,0,1,1
0,0,51,0,8900,1,1,1,0,65,0,11600,1,0,0,0,1,1,0
1,0,47,0,47235,1,0,0,0,27,0,10920,4,1,1,0,1,1,1
0,0,52,0,27019,1,0,1,1,59,0,9400,16,0,0,0,1,13,0
0,0,41,0,198600,1,1,1,1,5,0,19480,6,0,0,0,1,12,1
0,0,67,0,2558,0,1,0,0,41,1,1500,1,1,0,0,1,1,1
0,0,43,0,30037,1,1,0,0,5,0,11920,3,1,1,1,1,1,1
1,0,36,1,79457,1,0,1,1,34,0,5100,1,0,0,0,1,8,1
1,0,58,0,37991,0,0,1,0,23,0,14000,4,0,0,1,1,1,1
0,0,37,1,64020,0,0,1,1,42,0,15620,4,0,0,0,1,10,1
0,0,44,0,108412,0,0,0,1,47,0,1500,1,0,1,0,0,18,1
0,0,51,0,94082,1,1,0,1,57,0,15140,9,1,0,0,1,9,1
0,0,28,1,54005,1,1,1,1,46,1,1500,1,0,0,0,0,7,0
0,0,50,0,26748,1,0,0,0,25,1,31770,6,0,1,0,1,6,1
0,0,44,0,92673,1,1,0,1,20,1,11020,10,0,0,0,1,14,1
0,0,41,0,104652,1,1,0,1,25,1,24660,9,1,0,0,0,9,1
0,0,42,1,89052,1,1,1,1,12,1,15550,10,0,0,0,0,6,0
1,0,37,1,133335,0,0,1,1,15,1,21740,1,0,1,0,1,13,1
0,0,32,1,77222,0,1,0,0,36,0,12420,4,0,0,0,1,9,0
1,0,38,1,58833,1,1,0,1,41,1,17680,1,1,0,1,1,10,1
0,1,42,1,58797,0,0,0,1,5,1,19980,4,1,1,0,1,23,1
0,1,42,1,32526,1,1,1,0,38,0,20150,1,0,0,0,0,5,1
0,1,44,1,13587,1,1,1,0,43,0,7260,6,0,0,0,0,6,0
0,1,44,1,24197,0,0,1,0,44,1,3920,1,0,0,0,1,7,0
0,0,37,1,111183,1,0,1,1,67,0,12420,10,0,0,0,0,8,1
0,0,48,0,48866,1,1,1,1,36,0,26400,3,0,0,0,0,8,1
0,0,52,0,207687,1,1,0,1,26,1,35160,1,0,0,0,0,16,1
1,0,40,0,5253,1,0,1,0,23,1,23600,4,0,0,0,0,1,1
0,0,45,0,32722,0,1,1,0,49,0,4770,10,0,0,0,1,6,1
0,0,42,0,54178,1,0,1,0,39,1,5700,11,0,0,0,1,8,0
0,0,33,0,0,0,0,1,0,31,0,4900,4,0,1,0,1,10,1
0,1,43,1,45348,1,1,1,0,16,0,10330,1,0,0,0,1,1,1
0,1,43,1,45784,1,1,0,0,79,1,14820,7,0,0,0,0,6,1
0,0,47,0,114507,0,0,1,1,27,0,6200,7,0,1,0,1,18,1
1,0,44,1,48374,1,1,0,0,48,1,34640,1,0,0,0,0,8,1
0,0,48,0,70682,1,1,1,0,25,1,13370,3,0,1,0,1,1,1
0,0,51,0,40862,0,0,0,1,14,1,30800,14,0,1,0,1,11,1
0,0,32,1,63720,0,0,0,1,21,1,18010,3,1,1,1,1,9,1
0,0,52,0,188148,0,0,1,1,19,0,6700,4,0,0,0,0,11,1
0,0,41,0,19816,1,1,0,0,37,0,11590,6,0,0,0,0,5,0
0,0,39,0,123064,1,0,1,0,7,1,5400,1,0,0,0,1,10,0
1,0,53,0,48587,0,0,0,0,61,1,19300,6,0,1,0,1,6,1
0,0,48,0,27208,0,0,1,0,64,0,10150,6,0,1,0,1,7,1
0,0,52,0,152004,1,1,1,1,29,0,6700,11,0,0,0,0,1,0
0,0,53,0,47625,1,1,0,0,53,0,15780,9,0,1,0,1,6,1
0,0,40,0,5253,1,0,1,0,23,1,8140,18,0,0,0,1,1,1
0,0,49,0,173242,1,1,1,1,40,0,6400,10,0,0,1,0,20,1
0,0,59,0,0,0,0,0,1,42,1,30430,6,0,1,0,0,9,1
0,0,34,1,5017,0,1,1,0,76,0,8220,4,0,0,0,1,9,0
0,0,52,0,78609,1,0,0,1,37,0,18910,1,1,0,0,0,11,0
1,0,35,0,85430,0,0,1,1,14,1,13540,1,0,1,0,1,1,1
0,0,46,0,161372,0,0,1,1,36,0,22240,6,0,1,0,1,9,1
0,0,56,0,134166,1,1,1,1,45,0,20520,6,0,0,0,0,12,1
1,0,48,0,81084,0,0,1,1,42,0,27360,1,0,1,0,1,9,1
1,0,36,0,204373,0,1,0,1,20,1,5100,6,0,1,0,0,20,1
0,0,30,1,40889,1,1,1,0,28,0,29990,3,0,0,0,0,1,0
1,1,62,1,33995,1,1,0,0,42,0,7700,4,1,1,0,1,1,1
0,0,50,0,113845,0,0,0,0,18,0,12880,1,1,0,0,1,1,1
1,0,55,0,39405,1,1,0,1,28,1,10940,1,1,0,1,1,14,1
0,0,52,0,5109,0,0,1,0,5,0,2010,6,0,0,0,0,3,0
0,0,46,0,9537,1,1,1,1,18,0,10760,1,0,1,0,1,13,1
1,0,24,1,94566,1,0,1,1,34,0,3900,1,0,0,0,1,16,1
0,0,33,1,39584,0,0,1,1,40,1,10260,14,0,0,0,0,4,1
0,0,56,0,95259,1,1,1,1,25,1,11030,4,0,0,0,0,1,1
0,0,49,0,76399,1,1,0,0,44,1,14040,7,0,1,1,1,1,1
0,0,52,0,57134,0,1,0,0,41,1,8430,4,1,0,0,1,8,1
0,0,30,1,53140,0,1,1,1,16,0,6810,9,0,1,0,0,13,1
0,0,36,1,80765,1,1,0,1,29,0,13840,3,1,0,0,1,9,1
0,0,30,0,80872,1,1,0,1,27,0,29580,10,1,0,0,0,7,0
0,0,62,0,39953,1,1,0,1,5,0,14740,1,1,1,0,0,1,1
1,0,59,0,8213,0,0,1,0,61,0,8840,6,0,1,0,1,5,1
0,0,46,0,49838,1,1,0,0,15,0,11080,6,1,0,0,0,9,1
1,0,30,1,75891,1,1,0,1,33,1,4500,4,0,1,0,1,20,1
0,1,42,1,69465,1,1,0,1,35,1,15770,1,1,0,0,0,6,0
0,0,57,0,104257,0,1,1,1,32,0,7650,4,0,0,1,0,8,1
0,0,46,0,0,0,0,1,0,23,1,10080,1,0,0,0,0,10,0
0,0,43,1,69651,1,1,0,0,50,1,19210,10,1,0,0,0,7,1
0,0,50,0,92237,0,0,0,1,56,1,15720,13,1,0,0,1,11,0
1,1,42,1,61995,0,0,1,1,52,0,36080,1,0,0,0,1,8,1
0,0,42,0,178453,1,1,1,1,29,0,24790,6,0,0,0,1,17,1
1,1,38,1,22938,0,0,1,0,38,0,14170,4,0,1,0,0,1,0
0,0,56,0,29401,1,1,1,0,43,0,18350,14,0,0,0,0,6,0
0,0,52,0,47417,1,0,0,1,61,0,8840,10,0,0,0,0,13,1
0,0,42,0,91845,1,1,1,1,41,0,33490,11,0,0,0,0,19,1
1,0,32,0,16118,0,0,1,0,44,0,6380,1,0,1,0,1,1,1
0,0,42,0,172119,1,1,0,1,26,1,7580,16,0,0,0,0,12,1
0,0,27,1,52335,1,1,0,1,24,0,9430,18,0,0,0,0,7,1
0,0,38,1,40180,1,1,1,1,23,0,3320,1,0,0,0,0,2,0
0,0,46,0,89657,1,0,1,1,39,0,11070,1,0,0,0,1,10,1
0,1,38,1,39338,0,0,0,0,28,1,9230,4,0,0,0,0,1,0
0,1,41,1,0,1,1,1,1,21,0,5600,16,0,1,0,0,17,1
1,0,41,0,50331,0,0,1,1,23,1,18870,4,0,1,0,1,1,1
0,0,42,1,68984,1,0,0,0,46,0,1500,6,1,0,1,1,5,1
0,0,44,0,70914,0,0,1,1,69,1,5900,7,0,0,0,0,9,0
0,0,55,0,28196,1,0,1,0,27,0,16340,6,0,0,0,0,6,0
0,0,39,0,198320,1,1,0,0,20,0,38910,6,1,0,0,1,1,1
0,0,45,0,155990,1,1,1,1,30,0,6000,4,0,0,0,0,11,1
0,0,50,0,5041,1,0,1,1,5,1,13620,10,0,0,0,0,15,1
0,0,56,0,84186,1,1,0,1,45,0,15520,7,0,0,0,0,19,1
1,0,36,0,0,1,0,1,1,62,0,2680,6,0,0,0,0,21,1
0,0,31,1,2177,0,0,0,0,24,0,13150,4,1,0,0,0,1,1
0,0,40,0,55258,1,0,0,0,37,1,13860,10,0,1,0,1,1,1
0,0,44,0,25588,1,1,0,0,30,0,14830,5,1,0,0,1,4,1
1,0,54,0,55742,1,1,1,0,52,1,15810,10,0,1,1,1,9,1
1,0,54,0,81438,0,0,1,1,39,0,15040,4,0,0,0,0,16,1
0,1,40,1,45777,1,1,0,1,78,1,16990,7,1,0,0,1,11,0
0,0,38,0,98120,0,0,1,1,22,1,16090,3,0,1,0,1,12,1
1,1,42,1,36230,1,0,1,0,42,0,6480,4,0,1,0,1,5,1
0,0,41,0,36339,1,1,1,0,40,1,25980,6,0,0,0,1,13,1
0,0,45,1,77865,1,1,1,0,14,0,27170,7,0,0,0,1,7,1
0,0,53,0,97706,0,0,0,1,48,1,18020,9,1,0,0,0,10,1
0,0,53,0,63049,1,1,0,1,40,0,13010,6,1,1,0,1,12,1
1,0,32,1,42667,0,0,0,1,30,1,8130,6,1,1,0,1,1,1
0,0,42,1,43444,1,0,1,0,33,0,28060,7,0,0,0,1,8,1
1,1,42,1,71686,0,0,1,1,37,0,12870,10,0,1,0,1,10,1
0,0,41,0,0,1,1,1,1,60,0,5600,1,0,0,0,0,19,0
0,1,39,1,46878,1,1,1,1,27,0,13740,7,0,0,0,1,9,1
0,0,27,0,78197,1,1,1,1,12,0,18040,13,0,0,0,0,12,1
0,1,43,1,84342,1,1,0,1,47,0,28840,10,0,1,0,1,8,1
0,0,45,1,24178,1,1,1,0,67,0,29790,10,0,1,0,1,1,1
0,0,43,0,44139,1,0,1,0,40,1,13910,1,0,0,1,0,1,0
1,0,33,0,69641,1,0,0,1,33,1,22680,1,1,1,0,1,15,1
0,0,48,0,81940,1,1,1,0,5,0,17270,1,0,1,1,1,1,1
0,0,52,0,16005,1,1,0,0,38,0,11570,7,1,1,0,1,1,1
0,0,51,1,46381,1,1,1,0,18,0,20130,12,0,0,0,0,6,1
0,0,47,0,51624,0,0,0,0,24,0,20500,1,1,0,0,0,1,1
1,0,28,0,13410,0,1,0,0,27,0,4500,7,0,1,0,1,10,1
0,0,51,0,61666,1,1,1,1,34,0,20910,1,0,1,0,1,11,1
0,0,47,0,64246,1,1,0,1,34,1,7200,1,1,1,0,1,13,1
0,0,40,1,31957,1,1,0,0,29,0,19930,14,1,0,0,0,1,1
1,0,30,1,13490,1,1,0,0,5,1,5850,10,0,1,1,1,1,1
0,0,53,0,82266,0,0,0,1,21,0,15030,1,1,0,0,1,16,1
0,1,42,1,35101,1,1,1,1,37,0,9210,4,0,0,0,1,16,0
0,0,53,1,52019,1,1,0,1,52,1,16940,3,0,1,0,0,11,1
0,0,43,0,2346,1,1,1,1,25,1,24590,1,0,1,0,0,7,1
0,1,38,1,40342,1,1,1,1,5,0,8230,1,0,0,0,1,14,0
0,0,41,1,78370,1,0,1,1,42,0,21340,11,0,0,0,0,12,0
0,0,28,1,70029,1,1,1,1,52,0,11300,11,0,0,0,0,10,1
0,0,51,0,37721,0,0,0,0,23,1,11750,1,1,1,0,1,5,0
0,0,47,0,107414,0,0,1,1,50,1,21220,7,0,1,0,1,17,1
0,0,46,0,45109,1,1,1,1,31,0,26780,4,0,0,0,1,18,1
0,0,43,0,21913,1,1,0,0,26,1,7990,6,0,1,0,1,4,1
0,0,53,0,55890,0,0,1,1,43,0,12390,6,0,1,0,1,19,1
0,0,46,0,70307,1,1,1,1,36,1,22210,1,0,1,0,0,10,1
0,0,55,0,39422,1,1,1,0,32,0,18150,1,0,0,0,0,8,1
1,0,50,0,87719,0,0,0,1,20,1,9160,17,0,0,1,1,9,1
1,0,40,0,32265,0,0,1,0,46,0,8730,3,0,1,0,1,1,1
0,0,47,0,55821,1,1,1,0,48,0,11780,1,0,1,0,0,1,1
0,0,37,1,98655,1,1,1,1,15,0,11370,1,0,0,0,1,13,1
0,0,34,1,35136,1,1,0,0,9,0,15330,10,1,0,0,1,1,1
0,0,53,0,167661,1,0,0,1,36,1,24390,4,0,1,0,0,18,1
0,0,37,0,44705,1,1,0,1,21,0,12990,6,1,0,0,1,13,1
1,0,56,0,44320,1,1,1,1,48,1,12160,1,0,1,0,1,15,1
0,0,52,0,154956,0,0,0,1,39,1,26910,10,1,0,0,1,16,1
1,0,58,0,7452,0,0,1,0,30,0,8050,1,0,1,0,0,1,1
1,0,42,1,73694,1,1,1,1,37,0,5730,1,0,0,1,0,11,1
0,0,52,0,57536,1,1,1,0,74,0,17130,6,0,0,0,0,6,0
1,1,45,1,44786,1,1,1,0,5,0,10480,13,0,0,0,1,1,1
0,0,47,0,38760,1,0,1,1,17,1,27820,6,0,0,0,1,12,0
0,0,46,0,52955,0,0,0,1,15,0,14640,1,1,0,0,0,9,1
0,1,34,1,33197,1,1,1,0,29,0,5100,4,0,0,0,0,6,1
0,0,37,1,22699,0,0,0,0,35,0,7470,1,1,0,0,0,1,0
0,0,46,0,144448,1,0,1,1,34,0,12130,1,0,0,0,1,17,1
0,0,30,1,28162,1,1,0,0,6,0,12680,3,1,1,1,0,7,1
0,0,41,1,65901,1,1,0,1,16,0,16570,6,1,0,1,1,8,1
1,0,57,1,0,1,1,1,0,36,0,9180,1,0,1,0,1,1,1
1,1,40,1,96613,1,0,1,1,30,0,24010,1,0,1,0,1,5,1
0,0,36,0,46195,1,1,1,1,25,0,20530,3,0,0,0,0,14,0
0,0,28,0,62294,1,0,0,0,43,1,18370,7,1,0,0,1,8,0
0,0,46,0,99224,1,1,0,1,33,1,13500,1,0,0,0,1,11,0
0,0,39,0,31869,0,0,1,0,5,0,15140,22,0,1,0,1,7,1
0,0,44,1,57857,0,0,1,1,23,0,19170,1,0,0,0,0,7,1
1,0,38,0,57890,0,0,1,1,19,1,25280,1,0,0,1,1,13,1
0,0,30,1,42579,1,1,1,0,12,1,24490,10,0,1,0,0,7,1
0,0,44,0,64617,0,0,1,0,46,1,12360,4,0,0,0,0,1,1
0,0,37,0,101863,1,0,0,1,43,1,25850,4,1,0,0,0,5,1
1,0,24,1,6862,0,0,1,1,38,0,2190,1,1,1,0,1,9,1
0,0,44,0,110556,1,1,1,1,41,0,14090,6,0,0,0,1,14,1
0,0,57,0,66293,1,1,0,1,7,1,27370,6,0,0,0,0,7,1
0,0,55,0,7231,1,1,1,1,21,0,2220,4,0,1,1,1,12,1
0,0,49,0,95637,1,1,0,0,9,1,12330,1,1,0,0,1,1,1
0,0,52,0,82599,0,0,1,1,16,0,13660,6,0,0,0,1,26,1
0,0,51,1,58184,1,1,1,0,11,0,16010,9,0,0,0,0,1,1
0,0,51,0,122934,0,0,1,1,38,0,28140,1,0,1,0,1,11,1
0,0,48,0,80657,1,1,0,1,42,1,14370,13,1,1,0,1,9,1
0,0,48,0,19718,1,1,1,0,23,0,15550,6,0,0,0,1,1,1
0,0,45,1,0,1,1,0,0,21,0,6880,1,1,0,0,0,7,1
0,0,51,0,77728,1,0,1,1,43,1,14370,10,0,1,0,1,9,1
0,0,53,0,73056,0,0,0,1,34,0,14110,9,1,0,0,1,12,1
0,0,46,0,93543,0,0,1,1,54,0,24430,1,0,1,0,1,16,1
0,0,54,0,1590,1,1,0,1,14,0,20320,7,1,0,0,0,16,1
0,0,31,1,17645,0,1,1,1,32,1,4600,6,0,0,1,0,11,1
0,0,47,0,40460,0,0,1,1,54,1,5550,4,0,0,0,1,16,0
0,0,51,0,15542,0,0,1,0,14,0,3050,10,0,0,0,0,1,0
0,0,38,0,25123,1,1,0,0,52,0,11710,1,1,0,0,1,1,0
0,0,47,0,52814,1,1,0,0,20,1,11480,1,1,0,0,0,11,0
1,1,45,1,116018,0,1,0,1,25,1,17600,4,0,1,1,1,4,1
0,0,52,0,147666,1,1,1,1,43,0,21530,7,0,0,0,0,17,0
0,0,50,0,92321,1,1,0,1,28,0,11660,6,0,0,0,0,10,1
0,0,47,0,86434,1,1,1,1,36,0,13270,1,0,0,0,0,14,1
0,0,27,1,7989,1,1,1,0,48,0,5000,6,0,0,0,1,1,0
0,0,42,0,129274,1,1,0,1,64,1,28930,6,1,0,0,1,22,1
0,0,25,1,24234,0,1,0,1,46,1,6420,1,1,1,0,1,15,0
0,0,46,0,0,1,1,1,1,28,0,6500,1,0,1,0,1,10,1
0,0,36,0,64677,0,0,1,1,43,0,11570,6,0,1,0,1,23,1
0,1,44,1,74483,1,1,1,0,43,0,12300,6,0,0,0,0,5,0
0,0,49,0,117252,0,0,0,1,28,0,18130,11,1,1,0,0,15,1
1,1,41,1,105563,1,1,1,1,23,0,27520,7,0,1,1,0,18,1
0,0,54,0,63212,1,1,1,0,38,0,13220,1,0,1,0,0,1,1
0,0,46,0,39075,1,1,1,1,8,0,26000,1,0,0,0,1,18,1
0,0,46,1,62886,1,0,1,1,18,0,22260,1,0,1,0,1,6,1
0,1,40,1,33150,1,1,0,0,23,1,20990,4,1,0,0,0,1,0
1,0,33,1,112943,1,1,1,1,29,0,16090,2,0,0,0,0,19,1
1,1,45,1,36365,0,0,0,0,48,0,20010,4,0,0,0,1,8,1
1,1,36,1,35990,0,0,0,0,34,0,13840,6,1,1,0,1,1,0
0,0,50,0,102191,1,1,0,1,55,1,19380,11,1,1,0,0,21,1
0,1,44,1,19237,1,1,1,0,28,0,22500,11,0,0,0,0,5,1
0,0,46,0,132767,1,1,0,1,20,1,23910,13,1,0,0,1,9,1
1,0,35,1,99325,1,0,1,1,40,1,20870,9,0,1,0,1,15,1
0,0,47,0,183410,1,1,0,1,44,0,1500,4,1,0,0,1,17,1
0,0,59,1,69483,1,1,0,1,34,1,14350,1,1,0,0,1,12,0
0,0,37,1,55341,1,1,1,1,46,0,19220,4,0,1,0,0,17,1
0,0,41,0,130607,1,1,1,1,31,0,5600,10,0,0,0,1,21,1
0,0,43,0,135157,1,1,1,1,31,0,20470,6,0,0,0,0,16,1
0,0,30,1,132463,1,0,0,1,38,0,14820,6,1,1,0,1,11,1
1,0,43,0,215536,1,1,0,1,38,1,36390,6,1,0,0,1,13,1
1,0,50,0,180783,1,1,1,1,42,1,36690,1,0,0,0,1,16,1
0,0,40,1,71237,1,1,0,1,25,0,12620,1,1,1,1,1,13,1
0,0,51,0,36431,1,1,0,0,51,1,18050,6,0,0,0,1,1,0
0,0,40,0,0,0,0,1,0,48,1,8690,10,0,0,0,0,10,0
1,0,33,1,58973,1,1,0,0,26,1,10580,1,1,0,0,1,1,1
0,1,37,1,107765,1,0,0,1,14,1,24440,4,1,1,0,1,17,1
1,0,35,1,8746,1,1,1,0,50,1,5370,1,0,0,0,1,1,1
0,0,26,0,53982,1,1,1,1,37,1,18980,10,0,0,0,0,1,0
0,1,42,1,9950,0,1,1,0,37,0,6690,11,0,0,1,0,1,1
0,0,35,0,32994,1,0,1,0,26,0,13120,4,0,0,0,1,1,1
0,0,55,0,44427,1,1,1,1,27,0,15890,10,0,0,0,0,11,1
1,0,49,0,0,0,0,1,1,52,0,6400,3,0,0,0,1,9,1
0,0,37,1,6478,1,1,1,0,43,0,5300,1,0,0,0,0,8,1
0,0,48,0,117338,1,1,0,1,12,1,28510,4,1,0,1,0,20,1
1,0,55,0,74385,0,0,1,1,61,0,12520,9,0,1,1,1,12,0
0,0,62,0,133130,1,1,0,1,20,1,33010,6,1,0,0,0,20,1
0,0,47,0,76134,1,1,0,1,22,0,37580,9,0,0,0,0,1,1
0,0,36,1,75587,0,0,0,1,36,1,22520,20,0,1,0,1,6,1
0,0,44,1,48088,1,1,1,0,31,1,10710,1,0,1,0,1,6,1
0,0,48,0,136008,0,0,0,1,34,0,30280,10,1,0,1,1,11,1
0,0,31,1,14064,0,0,0,0,24,0,12470,10,1,1,0,1,5,1
0,0,40,0,83999,1,1,1,1,28,0,24530,1,0,0,0,0,14,1
1,0,40,1,37958,0,0,0,1,45,0,13890,4,0,1,1,0,10,1
1,0,33,1,13812,0,1,1,0,49,0,4800,1,0,0,0,0,1,1
0,0,37,0,90295,1,1,1,1,25,0,14890,12,0,0,1,0,14,1
0,0,51,0,121900,1,1,0,1,56,0,14740,1,0,1,0,1,15,1
0,1,35,1,71424,1,0,0,1,32,0,18390,11,1,0,0,1,21,1
0,0,38,0,97821,1,1,0,1,39,0,15080,7,0,0,0,1,10,1
0,0,48,0,24503,1,0,0,0,39,1,20350,1,1,0,0,0,8,0
1,0,41,0,18939,0,0,0,0,50,0,5600,1,0,1,1,1,1,1
0,0,44,0,102872,1,0,0,1,38,0,5960,7,1,0,1,1,17,1
1,0,32,1,0,0,0,1,0,28,0,10120,1,0,1,0,1,8,1
0,0,25,0,0,0,1,0,0,37,0,4000,1,1,1,0,1,1,0
1,0,48,0,30377,1,1,1,0,29,1,6300,1,0,0,1,0,12,1
0,0,36,1,7585,1,1,0,0,5,0,15500,1,1,1,0,1,1,1
0,1,41,1,44224,1,1,1,1,74,0,11710,4,0,0,0,0,11,0
0,0,43,0,83550,0,0,0,1,5,1,24950,1,0,0,0,0,13,1
0,0,49,0,8252,1,0,0,0,42,0,6400,6,0,0,0,0,6,0
